"Signatura";"Cod. Estado";"Estado";"Cod. Categoria";"Categoría";"Nombre";"Cod. Provincia";"Provincia";"Cod. Municipio";"Municipio";"Comarca";"CP";"Dirección";"Cod. Tipo Via";"Tipo Via";"Via";"Número";"Email";"Web";"Cod. Grupo";"Grupo";"Cod. Modalidad";"Modalidad";"Habitaciones";"Plazas";"Cod. Cadena";"Cadena";"Fecha Alta";"Fecha Baja";"Periodo";"Días periodo";
"CV H01429 A";"A";"ALTA";"1";"1 ESTRELLA";"CAMP EL PLANET";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CAMINO VOLADOR DELS CORBS, 38";"CM";"CAMINO";"VOLADOR DELS CORBS";"38";"eranielsen@gmail.com";"https://www.campelplanet.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"11";"23";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/10/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01109 A";"B";"BAJA";"0";"PENSIÓN";"CAUET";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"PLAZA JAIME I, 8";"PL";"PLAZA";"JAIME I";"8"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"8";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/10/1991";"26/06/2009";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01047 A";"B";"BAJA";"0";"PENSIÓN";"DE LAS AGUILAS";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CARRETERA ALBIR,ZONA 2-C/RIU GIRONA,1, 000";"CR";"CARRETERA";"ALBIR,ZONA 2-C/RIU GIRONA,1";"000"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"7";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/02/1987";"10/11/1997";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00650 A";"A";"ALTA";"1";"1 ESTRELLA";"EL TIBURÓN";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CALLE NEPTUNO, 19";"C";"CALLE";"NEPTUNO";"19";"ntiburon@ctv.es";"http://www.ctv.es/users/ntiburon";"HS";"HOSTAL";"HS";"HOSTAL";"17";"34";"NCD";"NO PERTENECE A NINGUNA CADENA";"01/02/1969"; ;"01/02 - 31/10";"De Lunes a Domingo"
"CV H01405 A";"A";"ALTA";"1";"1 ESTRELLA";"ENTRE NARANJOS Y FLORES";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CALLE INSULA BARATARIA, 3";"C";"CALLE";"INSULA BARATARIA";"3";"mayeragnes774@gmail.com"; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"3";"5";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/01/2013"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00945 A";"A";"ALTA";"2";"2 ESTRELLAS";"EUROPA";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03581";"AVENIDA EUROPA, 161";"AV";"AVENIDA";"EUROPA";"161";"hoteleuropa@grupo-munoz.com"; ;"H";"HOTEL";"H";"HOTEL";"42";"84";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/10/1975"; ;"01/06 - 15/10";"De Lunes a Domingo"
"CV H01281 A";"A";"ALTA";"4";"4 ESTRELLAS";"KAKTUS ALBIR";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03581";"PASEO DE LAS ESTRELLLAS (PLAYA EL ALBIR), 11";"PA";"PASEO";"DE LAS ESTRELLLAS (PLAYA EL ALBIR)";"11";"kaktusalbir@kaktusgrup.com";"http://www.kaktusgrup.com";"H";"HOTEL";"H";"HOTEL";"203";"413";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/09/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01361 A";"B";"BAJA";"1";"1 ESTRELLA";"L' ALFÀS OASIS HOTEL & APARTMENTS";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CALLE HELECHO   (URB. FOYA BLANCA), 2";"C";"CALLE";"HELECHO   (URB. FOYA BLANCA)";"2";"administracion@lalfasoasis.com  lafasoasis@gmail.com";"http://www.reuma-sol.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"76";"204";"NCD";"NO PERTENECE A NINGUNA CADENA";"24/11/2008";"04/12/2024";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01120 A";"A";"ALTA";"1";"1 ESTRELLA";"LA RIVIERA";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CAMINO CAMI VELL DEL FAR, 1";"CM";"CAMINO";"CAMI VELL DEL FAR";"1";"hotellariviera@terra.es";"http://hotellariviera.es";"H";"HOTEL";"H";"HOTEL";"16";"32";"NCD";"NO PERTENECE A NINGUNA CADENA";"23/05/1993"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00930 A";"B";"BAJA";"1";"1 ESTRELLA";"MENDOZA";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CALLE MADRID, 2";"C";"CALLE";"MADRID";"2"; ;"http://www.mendoza.gastro@ctv.es";"H";"HOTEL";"H";"HOTEL";"33";"62";"NCD";"NO PERTENECE A NINGUNA CADENA";"20/03/1975";"02/05/2003";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00371 A";"A";"ALTA";"3";"3 ESTRELLAS";"MOLI, EL";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CALLE CALVARIO, 12";"C";"CALLE";"CALVARIO";"12"; ; ;"H";"HOTEL";"H";"HOTEL";"13";"26";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/11/1963"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01065 A";"A";"ALTA";"0";"PENSIÓN";"NIAGARA";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CALLE L'HORT, 5";"C";"CALLE";"L'HORT";"5"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"27";"49";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/05/1986"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00539 A";"B";"BAJA";"1";"1 ESTRELLA";"NIZA";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CALLE LA FERRERÍA, 15";"C";"CALLE";"LA FERRERÍA";"15";"hostalniza@hostalniza.net"; ;"HS";"HOSTAL";"HS";"HOSTAL";"24";"42";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/10/1966";"30/09/2013";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00969 A";"A";"ALTA";"2";"2 ESTRELLAS";"NOGUERA";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"AVENIDA  EUROPA, 210";"AV";"AVENIDA";"EUROPA";"210";"info@hotelnoguera.es";"http://www.hotelnoguera.es";"H";"HOTEL";"H";"HOTEL";"35";"67";"NCD";"NO PERTENECE A NINGUNA CADENA";"20/09/1976"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01395 A";"A";"ALTA";"1";"1 ESTRELLA";"PRINCESS GARDEN RESORT";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CALLE MIGUEL ANGEL, 2";"C";"CALLE";"MIGUEL ANGEL";"2";"loli@miramonmendi.com"; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"28";"66";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/05/2011"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01315 A";"B";"BAJA";"1";"1 ESTRELLA";"PRINCESS GARDEN RESORT";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CALLE MIGUEL ANGEL, URB. PUERTO AZUL, 2";"C";"CALLE";"MIGUEL ANGEL, URB. PUERTO AZUL";"2"; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"28";"66";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/09/2005";"30/09/2010";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01255 A";"A";"ALTA";"3";"3 ESTRELLAS";"ROBERPALAS";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03581";"CALLE JUPITER, 2";"C";"CALLE";"JUPITER";"2"; ; ;"H";"HOTEL";"H";"HOTEL";"82";"164";"NCD";"NO PERTENECE A NINGUNA CADENA";"25/11/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01365 A";"A";"ALTA";"5";"5 ESTRELLAS";"SHA WELLNESS CLINIC";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03581";"CALLE VERDEROL, 5 -  L'ALBIR";"C";"CALLE";"VERDEROL, 5 -  L'ALBIR"; ;"info@shawellnessclinic.com";"https://shawellnessclinic.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"88";"239";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/02/2009"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01363 A";"A";"ALTA";"4";"4 ESTRELLAS";"SUN PALACE ALBIR HOTEL & SPA";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03581";"CALLE HÉRCULES, 1";"C";"CALLE";"HÉRCULES";"1";"info@hotelsunpalacealbir.com";"http://www.hotelsunpalacealbir.com";"H";"HOTEL";"H";"HOTEL";"215";"432";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/01/2009"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01268 A";"B";"BAJA";"1";"1 ESTRELLA";"TEAM ESPAÑA";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"PLAZA VENUS, 7";"PL";"PLAZA";"VENUS";"7";"venusalbir@venusalbir.com";"http://www.venusalbir.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"24";"48";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/03/2003";"24/01/2024";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00949 A";"A";"ALTA";"1";"1 ESTRELLA";"VENTORRILLO";"03";"ALACANT";"011";"L'ALFÀS DEL PI";"LA MARINA BAIXA";"03580";"CARRETERA ALICANTE VALENCIA KM 152";"CR";"CARRETERA";"ALICANTE VALENCIA KM 152"; ; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"19";"35";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/01/1976"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01430 A";"A";"ALTA";"2";"2 ESTRELLAS";"ALGORFA";"03";"ALACANT";"012";"ALGORFA";"EL BAIX SEGURA/LA VEGA BAJA";"03169";"CALLE PABLO PICASSO, 1";"C";"CALLE";"PABLO PICASSO";"1";"reservations@hotelalgorfa.es";"https://hotelalgorfa.mydirectstay.com/es/index.html";"H";"HOTEL";"H";"HOTEL";"8";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/10/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01208 A";"B";"BAJA";"3";"3 ESTRELLAS";"ALGORFA";"03";"ALACANT";"012";"ALGORFA";"EL BAIX SEGURA/LA VEGA BAJA";"03169";"CALLE PABLO PICASSO, 1";"C";"CALLE";"PABLO PICASSO";"1";"hotelalgorfa@terra.es";"http://www.algorfa.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"27";"54";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/11/2000";"29/03/2004";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01375 A";"A";"ALTA";"5";"5 ESTRELLAS";"LA FINCA GOLF& SPA RESORT";"03";"ALACANT";"012";"ALGORFA";"EL BAIX SEGURA/LA VEGA BAJA";"03169";"CARRETERA ALGORFA-LOS MONTESINOS, KM. 3";"CR";"CARRETERA";"ALGORFA-LOS MONTESINOS, KM. 3"; ;"reservas@lafincagolfresort.com";"http://lafincagolfresort.com";"H";"HOTEL";"H";"HOTEL";"120";"246";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/11/2009"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01434 A";"A";"ALTA"; ; ;"EL JARDIN DE LAS ERAS";"03";"ALACANT";"013";"ALGUEÑA";"EL VINALOPO MITJA/EL VINALOPO";"03668";"PLAZA DE LAS ERAS, 12";"PL";"PLAZA";"DE LAS ERAS";"12";"reservas@eljardindelaseras.es";"http://eljardindelaseras.es";"HS";"HOSTAL"; ; ;"8";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/12/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01506 A";"B";"BAJA"; ; ;"A-CERO LIVING";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03004";"PLAZA HOSPITAL VIEJO SAN ANTÓN, 9";"PL";"PLAZA";"HOSPITAL VIEJO SAN ANTÓN";"9";"info.arquium@gmail.com"; ;"P";"PENSIÓN"; ; ;"11";"17";"NCD";"NO PERTENECE A NINGUNA CADENA";"29/07/2019";"08/05/2024";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01731 A";"B";"BAJA";"0";"PENSIÓN";"AB EL HAMET";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03003";"CALLE AB EL HAMET, 8-E.1-1ºB";"C";"CALLE";"AB EL HAMET";"8-E.1-1ºB";"adouanezahra81@gmail.com"; ;"P";"PENSIÓN"; ; ;"4";"8";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/07/2025";"07/01/2026";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01780 A";"A";"ALTA";"0";"PENSIÓN";"ABACOA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03003";"AVENIDA MAISONNNAVE, 33-39 P36";"AV";"AVENIDA";"MAISONNNAVE";"33-39 P36";"administracion@hostalabacoa.es"; ;"HS";"HOSTAL"; ; ;"9";"18";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/02/2026"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01326 A";"A";"ALTA";"4";"4 ESTRELLAS";"AC HOTEL ALICANTE";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03008";"AVENIDA DE ELCHE, 3";"AV";"AVENIDA";"DE ELCHE";"3";"acalicante@ac-hotels.com";"http://www.ac-hotels.com";"H";"HOTEL";"H";"HOTEL";"187";"372";"ACH";"AC HOTELES";"17/07/2006"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00979 A";"A";"ALTA";"3";"3 ESTRELLAS";"ALBAHIA ALICANTE";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03016";"CALLE SOL NACIENTE, 06";"C";"CALLE";"SOL NACIENTE";"06";"info@albahiahotel.com";"https://www.barcelo.com/es-es/hotel-albahia";"H";"HOTEL";"H";"HOTEL";"93";"194";"BAR";"BARCELÓ HOTELS & RESORT";"14/09/1977"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01522 A";"A";"ALTA"; ; ;"ALBEROLA ROMERO";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"CALLE ALBEROLA ROMERO, 4-2ºD";"C";"CALLE";"ALBEROLA ROMERO";"4-2ºD";"d_iren@mail.ru"; ;"P";"PENSIÓN"; ; ;"2";"4";"NCD";"NO PERTENECE A NINGUNA CADENA";"31/10/2019"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01760 A";"A";"ALTA"; ; ;"ALC HOMES";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03005";"CAMINO DE RONDA, 1-BJ-DCHA.";"CM";"CAMINO";"DE RONDA";"1-BJ-DCHA.";"alchomes2025@gmail.com"; ;"P";"PENSIÓN"; ; ;"5";"7";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/10/2025"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01660 A";"A";"ALTA"; ; ;"ALCOY 30";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03010";"AVENIDA ALCOY, 30";"AV";"AVENIDA";"ALCOY";"30";"rico.propert@gmail.com"; ;"P";"PENSIÓN"; ; ;"5";"9";"NCD";"NO PERTENECE A NINGUNA CADENA";"24/04/2024"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01205 A";"A";"ALTA";"0";"PENSIÓN";"ALEMANIA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03003";"CALLE ALEMANIA, 15-ENTLO.";"C";"CALLE";"ALEMANIA";"15-ENTLO.";"pensionalemania@outlook.es"; ;"P";"PENSIÓN";"P";"PENSIÓN";"8";"13";"NCD";"NO PERTENECE A NINGUNA CADENA";"11/09/2000"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00368 A";"B";"BAJA";"2";"2 ESTRELLAS";"ALFONSO EL SABIO";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03004";"AVENIDA ALFONSO EL SABIO, 18";"AV";"AVENIDA";"ALFONSO EL SABIO";"18"; ; ;"H";"HOTEL";"H";"HOTEL";"77";"147";"NCD";"NO PERTENECE A NINGUNA CADENA";"21/02/1964";"15/11/2004";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01081 A";"B";"BAJA";"0";"PENSIÓN";"ALHAMA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"CALLE MIGUEL SOLER,14, 001";"C";"CALLE";"MIGUEL SOLER,14";"001"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"4";"7";"NCD";"NO PERTENECE A NINGUNA CADENA";"10/12/1987";"25/03/1993";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01232 A";"A";"ALTA";"4";"4 ESTRELLAS";"ALICANTE GOLF";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03540";"AVENIDA DE LAS NACIONES (PLAYA DE SAN JUAN), S/N.";"AV";"AVENIDA";"DE LAS NACIONES (PLAYA DE SAN JUAN)";"S/N.";"hotelhusaalicante@husa.es";"http://www.husa.es/";"H";"HOTEL";"H";"HOTEL";"156";"316";"NCD";"NO PERTENECE A NINGUNA CADENA";"17/01/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00707 A";"A";"ALTA";"4";"4 ESTRELLAS";"ALICANTE GRAN SOL AFFILIATED BY MELIA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"AVENIDA RAMBLA MÉNDEZ NÚÑEZ, 3";"AV";"AVENIDA";"RAMBLA MÉNDEZ NÚÑEZ";"3";"gran.sol@melia.com";"www.melia.com";"H";"HOTEL";"H";"HOTEL";"123";"258";"SOL";"MELIÁ HOTELS INTERNATIONAL";"23/01/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01739 A";"A";"ALTA";"0";"PENSIÓN";"ALICANTE PLAYA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03003";"CALLE AB EL HAMET, 1 ESC 1 EN";"C";"CALLE";"AB EL HAMET";"1 ESC 1 EN";"dharo62@gmail.com"; ;"P";"PENSIÓN"; ; ;"8";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"08/08/2025"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01678 A";"A";"ALTA"; ; ;"ALICANTE SMART";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03012";"CALLE GENERAL SERRANO, 5";"C";"CALLE";"GENERAL SERRANO";"5";"lyudmyla@alegria-realestate.com"; ;"HS";"HOSTAL"; ; ;"32";"62";"NCD";"NO PERTENECE A NINGUNA CADENA";"08/10/2024"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01243 A";"A";"ALTA";"0";"PENSIÓN";"ALICANTE-SAN NICOLÁS";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"CALLE SAN NICOLÁS, 14";"C";"CALLE";"SAN NICOLÁS";"14";"reservas@alicantesanicolas.com";"www.alicantesanicolas.com";"P";"PENSIÓN";"P";"PENSIÓN";"12";"21";"NCD";"NO PERTENECE A NINGUNA CADENA";"18/07/2002"; ; ; 
"CV H01733 A";"A";"ALTA"; ; ;"ALIFORNIA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03009";"CALLE CAPITÁN RUEDA, 13";"C";"CALLE";"CAPITÁN RUEDA";"13";"alifornia.realestate@gmail.com"; ;"P";"PENSIÓN"; ; ;"2";"4";"NCD";"NO PERTENECE A NINGUNA CADENA";"21/07/2025"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01779 A";"A";"ALTA";"0";"PENSIÓN";"ALIFORNIA SUITES";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03013";"CALLE DOCTOR SAPENA, 83";"C";"CALLE";"DOCTOR SAPENA";"83";"info@aliforniasuites.com";"http://aliforniasuites.com";"P";"PENSIÓN"; ; ;"14";"30";"NCD";"NO PERTENECE A NINGUNA CADENA";"04/02/2026"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00433 A";"A";"ALTA";"4";"4 ESTRELLAS";"ALMIRANTE";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03540";"AVENIDA NIZA (PLAYA DE SAN JUAN), 38";"AV";"AVENIDA";"NIZA (PLAYA DE SAN JUAN)";"38";"info@hotelalmirante.com";"http://www.hotelalmirante.com";"H";"HOTEL";"H";"HOTEL";"67";"139";"NCD";"NO PERTENECE A NINGUNA CADENA";"24/10/1964"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
