Puntos turísticos;Viajeros y pernoctaciones;Residencia;Periodo;Total
03133 Torrevieja;Viajero;Residentes en el Extranjero;2010M09;""
03133 Torrevieja;Viajero;Residentes en el Extranjero;2010M08;""
03133 Torrevieja;Viajero;Residentes en el Extranjero;2010M07;""
03133 Torrevieja;Viajero;Residentes en el Extranjero;2010M06;""
03133 Torrevieja;Viajero;Residentes en el Extranjero;2010M05;""
03133 Torrevieja;Viajero;Residentes en el Extranjero;2010M04;""
03133 Torrevieja;Viajero;Residentes en el Extranjero;2010M03;""
03133 Torrevieja;Viajero;Residentes en el Extranjero;2010M02;""
03133 Torrevieja;Viajero;Residentes en el Extranjero;2010M01;""
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M12;..
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M11;25
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M10;99
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M09;165
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M08;1.218
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M07;338
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M06;170
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M05;39
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M04;39
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M03;26
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M02;19
03133 Torrevieja;Viajero;Residentes en el Extranjero;2009M01;31
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M12;76
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M11;80
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M10;286
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M09;358
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M08;1.707
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M07;386
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M06;642
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M05;232
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M04;288
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M03;122
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M02;304
03133 Torrevieja;Viajero;Residentes en el Extranjero;2008M01;110
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M12;96
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M11;164
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M10;327
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M09;354
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M08;1.778
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M07;683
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M06;294
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M05;335
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M04;300
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M03;331
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M02;102
03133 Torrevieja;Viajero;Residentes en el Extranjero;2007M01;55
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M12;28
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M11;83
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M10;244
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M09;279
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M08;447
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M07;661
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M06;193
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M05;145
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M04;45
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M03;78
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M02;96
03133 Torrevieja;Viajero;Residentes en el Extranjero;2006M01;52
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M12;66
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M11;0
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M10;123
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M09;180
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M08;824
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M07;769
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M06;183
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M05;137
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M04;0
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M03;0
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M02;25
03133 Torrevieja;Viajero;Residentes en el Extranjero;2005M01;11
03133 Torrevieja;Pernoctaciones;Residentes en España;2026M01;639
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M12;7.133
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M11;8.507
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M10;3.606
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M09;12.475
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M08;40.518
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M07;23.088
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M06;23.409
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M05;6.068
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M04;5.627
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M03;4.329
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M02;10.974
03133 Torrevieja;Pernoctaciones;Residentes en España;2025M01;8.126
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M12;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M11;2.742
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M10;1.648
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M09;2.404
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M08;40.149
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M07;19.431
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M06;12.493
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M05;3.841
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M04;1.406
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M03;2.066
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M02;986
03133 Torrevieja;Pernoctaciones;Residentes en España;2024M01;701
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M12;1.354
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M11;949
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M10;5.801
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M09;6.189
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M08;174.896
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M07;50.647
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M06;43.284
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M05;51.106
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M04;62.924
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M03;1.985
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M02;808
03133 Torrevieja;Pernoctaciones;Residentes en España;2023M01;2.059
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M12;2.474
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M11;1.269
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M10;1.536
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M09;2.834
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M08;18.523
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M07;9.241
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M06;10.200
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M05;1.370
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M04;1.023
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M03;1.412
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M02;1.145
03133 Torrevieja;Pernoctaciones;Residentes en España;2022M01;1.397
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M12;1.859
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M11;563
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M10;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M09;2.859
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M08;38.090
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M07;26.872
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M06;1.363
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M05;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M04;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M03;207
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M02;27
03133 Torrevieja;Pernoctaciones;Residentes en España;2021M01;352
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M12;166
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M11;39
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M10;321
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M09;0
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M08;14.136
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M07;7.211
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M06;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M05;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M04;0
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M03;231
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M02;2.633
03133 Torrevieja;Pernoctaciones;Residentes en España;2020M01;1.356
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M12;2.682
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M11;1.221
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M10;889
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M09;3.560
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M08;17.175
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M07;13.500
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M06;3.122
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M05;2.681
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M04;3.323
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M03;1.754
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M02;1.183
03133 Torrevieja;Pernoctaciones;Residentes en España;2019M01;2.593
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M12;3.124
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M11;1.343
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M10;1.597
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M09;19.214
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M08;40.771
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M07;27.955
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M06;9.425
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M05;8.898
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M04;6.704
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M03;3.313
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M02;2.681
03133 Torrevieja;Pernoctaciones;Residentes en España;2018M01;2.857
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M12;2.315
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M11;1.640
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M10;3.272
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M09;3.982
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M08;11.790
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M07;7.413
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M06;6.462
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M05;4.429
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M04;5.470
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M03;1.705
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M02;1.670
03133 Torrevieja;Pernoctaciones;Residentes en España;2017M01;1.854
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M12;2.176
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M11;2.421
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M10;2.204
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M09;5.005
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M08;11.348
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M07;6.440
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M06;3.161
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M05;3.261
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M04;1.987
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M03;2.962
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M02;2.369
03133 Torrevieja;Pernoctaciones;Residentes en España;2016M01;1.703
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M12;1.470
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M11;1.325
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M10;1.470
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M09;5.241
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M08;17.119
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M07;9.995
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M06;4.188
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M05;3.697
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M04;2.346
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M03;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M02;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2015M01;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M12;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M11;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M10;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M09;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M08;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M07;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M06;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M05;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M04;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M03;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M02;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2014M01;.
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M12;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M11;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M10;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M09;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M08;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M07;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M06;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M05;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M04;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M03;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M02;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2013M01;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M12;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M11;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M10;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M09;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M08;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M07;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M06;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M05;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M04;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M03;714
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M02;624
03133 Torrevieja;Pernoctaciones;Residentes en España;2012M01;2.364
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M12;858
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M11;729
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M10;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M09;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M08;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M07;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M06;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M05;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M04;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M03;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M02;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2011M01;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M12;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M11;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M10;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M09;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M08;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M07;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M06;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M05;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M04;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M03;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M02;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2010M01;""
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M12;..
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M11;2.992
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M10;3.377
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M09;3.303
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M08;9.028
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M07;5.908
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M06;3.367
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M05;3.062
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M04;2.857
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M03;3.080
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M02;2.750
03133 Torrevieja;Pernoctaciones;Residentes en España;2009M01;3.169
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M12;2.931
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M11;2.552
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M10;2.812
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M09;4.050
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M08;11.704
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M07;6.345
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M06;3.575
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M05;3.037
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M04;2.716
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M03;3.838
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M02;2.507
03133 Torrevieja;Pernoctaciones;Residentes en España;2008M01;2.771
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M12;4.095
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M11;3.026
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M10;2.953
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M09;6.735
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M08;16.985
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M07;9.573
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M06;4.604
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M05;3.445
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M04;4.214
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M03;4.178
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M02;3.018
03133 Torrevieja;Pernoctaciones;Residentes en España;2007M01;330
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M12;652
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M11;85
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M10;138
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M09;542
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M08;4.738
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M07;3.604
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M06;363
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M05;73
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M04;700
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M03;178
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M02;132
03133 Torrevieja;Pernoctaciones;Residentes en España;2006M01;0
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M12;176
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M11;0
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M10;0
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M09;732
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M08;20.110
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M07;1.427
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M06;343
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M05;220
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M04;104
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M03;1.925
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M02;58
03133 Torrevieja;Pernoctaciones;Residentes en España;2005M01;0
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2026M01;25.873
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M12;27.857
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M11;25.201
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M10;50.903
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M09;42.785
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M08;62.619
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M07;56.033
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M06;36.759
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M05;50.830
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M04;38.924
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M03;25.991
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M02;29.206
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2025M01;29.175
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M12;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M11;36.019
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M10;24.656
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M09;22.405
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M08;55.651
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M07;46.077
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M06;25.071
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M05;17.823
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M04;15.125
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M03;15.398
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M02;31.617
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2024M01;32.151
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M12;24.442
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M11;26.076
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M10;70.840
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M09;67.992
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M08;155.163
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M07;101.390
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M06;118.356
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M05;92.151
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M04;107.211
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M03;28.985
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M02;27.675
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2023M01;30.617
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M12;28.113
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M11;32.234
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M10;38.241
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M09;31.080
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M08;62.148
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M07;58.041
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M06;49.721
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M05;32.123
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M04;34.890
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M03;15.297
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M02;11.567
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2022M01;8.841
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M12;11.529
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M11;12.010
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M10;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M09;12.440
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M08;36.567
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M07;19.624
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M06;2.238
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M05;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M04;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M03;592
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M02;724
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2021M01;2.091
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M12;1.867
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M11;1.431
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M10;1.954
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M09;2.235
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M08;5.644
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M07;1.729
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M06;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M05;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M04;0
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M03;6.920
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M02;18.355
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2020M01;17.115
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M12;21.918
